id,terrain,water,food,resources,settle_score,why,q,r,elev_m,slope,precip,temp_c,soil,vegetation,rock,endorheic,glacial_scar,wt_class,wt_depth_m,wind,rain_shadow,dry_interior,season_label,climate_resource_tags
H+35+31,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,35,31,588.76,0.0,393.9,9.96,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.65,calm_interior,False,True,moderate,salt_pans
H+36+31,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,36,31,588.76,0.0,373.9,9.97,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.7,calm_interior,False,True,moderate,salt_pans
H+37+31,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,37,31,588.76,0.0,359.0,9.99,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.63,calm_interior,False,True,moderate,salt_pans
H+38+31,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,38,31,588.76,0.0,343.5,10.0,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.61,calm_interior,False,True,moderate,salt_pans
H+39+31,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,39,31,588.76,0.0,330.6,10.0,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.79,open_westerly,False,True,moderate,salt_pans
H+40+31,marsh,wetland,modest,peat;evaporite_host,village,"fresh water, adequate food",40,31,588.76,17.408,321.4,10.0,peat/wetland,wetland/marsh,Basin sediment,True,none,marsh,0.8,open_westerly,True,True,moderate,
H+41+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),41,31,66.76,17.4,407.5,13.4,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,moderate,fisheries
H+42+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),42,31,66.41,17.412,389.4,13.4,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+43+31,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),43,31,66.08,0.023,383.5,13.41,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+44+31,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),44,31,65.76,0.023,394.1,13.41,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+45+31,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),45,31,65.47,0.024,400.9,13.44,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+46+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),46,31,65.22,0.024,395.7,13.51,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+47+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),47,31,65.01,0.024,392.0,13.6,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+48+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),48,31,64.88,0.023,395.1,13.71,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+49+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),49,31,64.83,0.021,395.8,13.82,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+50+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),50,31,64.88,0.02,398.6,13.9,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+51+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),51,31,65.02,0.019,405.8,13.97,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+52+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),52,31,65.23,0.017,405.5,14.01,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+53+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),53,31,65.48,0.016,398.2,14.04,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+54+31,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),54,31,65.78,0.014,394.3,14.06,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+55+31,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),55,31,66.09,0.013,398.5,14.07,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+56+31,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),56,31,66.43,0.012,403.1,14.07,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+57+31,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),57,31,66.77,17.399,398.0,14.06,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+58+31,marsh,wetland,modest,peat;evaporite_host,village,"fresh water, adequate food",58,31,588.76,17.399,459.6,10.64,peat/wetland,wetland/marsh,Basin sediment,True,none,marsh,0.8,calm_interior,False,True,strong,
H+59+31,grassland,spring_line,good,pasture,village,"spring line, strong food",59,31,97.32,16.381,611.4,13.79,loam,grassland/pasture,Craton granite/gneiss,False,none,spring_line,2.5,open_westerly,False,False,strong,pasture
H+60+31,farmland,river,rich,greenstone_metals,town,"fresh water, strong food, route access",60,31,96.81,4.27,627.7,13.75,loam,floodplain farmable,Craton granite/gneiss,False,none,spring_line,1.5,open_westerly,False,False,strong,
H+61+31,ocean,ocean,modest,fisheries,none,ocean,61,31,-31.29,4.348,702.4,14.31,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+62+31,ocean,ocean,modest,fisheries,none,ocean,62,31,-23.37,0.455,707.0,14.27,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+63+31,ocean,ocean,modest,fisheries,none,ocean,63,31,-23.81,0.522,707.0,14.23,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+64+31,ocean,ocean,modest,fisheries,none,ocean,64,31,-31.15,0.507,698.2,14.21,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+65+31,ocean,ocean,modest,fisheries,none,ocean,65,31,-36.24,0.52,686.6,14.19,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+66+31,ocean,ocean,modest,fisheries,none,ocean,66,31,-26.15,0.65,679.8,14.19,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+67+31,ocean,ocean,modest,fisheries,none,ocean,67,31,-29.7,0.542,676.2,14.19,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+68+31,ocean,ocean,modest,fisheries,none,ocean,68,31,-33.59,0.505,679.1,14.21,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+69+31,ocean,ocean,modest,fisheries,none,ocean,69,31,-38.07,0.444,683.9,14.23,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+70+31,ocean,ocean,modest,fisheries,none,ocean,70,31,-42.94,0.443,680.3,14.26,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+71+31,ocean,ocean,modest,fisheries,none,ocean,71,31,-38.63,0.603,664.7,14.31,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+72+31,ocean,ocean,modest,fisheries,none,ocean,72,31,-20.55,0.603,654.3,14.36,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+73+31,ocean,ocean,modest,fisheries,none,ocean,73,31,-7.12,0.496,665.3,14.39,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+74+31,coast,shallow_well,none,none,farmstead,"shallow well, route access",74,31,1.51,0.569,612.5,14.39,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,False,False,strong,
H+75+31,coast,shallow_well,none,clay,farmstead,"shallow well, route access",75,31,15.52,0.472,615.8,14.3,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,False,False,strong,
H+76+31,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,76,31,19.44,0.46,607.6,14.28,sandy coastal,coastal scrub,Coastal sediment,False,none,dry,8.36,open_westerly,False,False,strong,
H+77+31,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,77,31,31.28,0.395,608.3,14.22,sandy coastal,coastal scrub,Coastal sediment,False,none,dry,8.52,open_westerly,False,False,strong,
H+78+31,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,78,31,42.6,0.785,622.0,14.18,sandy coastal,coastal scrub,Coastal sediment,False,none,dry,8.67,open_westerly,False,False,strong,
H+79+31,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,79,31,66.16,0.785,630.4,14.08,sandy coastal,coastal scrub,Coastal sediment,False,none,dry,8.84,open_westerly,False,False,strong,
H+00+32,coast,river,none,clay,farmstead,"fresh water, route access",0,32,25.81,0.661,852.1,15.03,loam,coastal scrub,Coastal sediment,False,none,spring_line,1.5,open_westerly,False,False,moderate,
H+01+32,coast,shallow_well,none,clay,none,no reliable fresh water; poor food; arid interior,1,32,34.45,1.059,847.8,14.97,loam,coastal scrub,Coastal sediment,False,none,shallow_well,5.69,open_westerly,False,False,moderate,
H+02+32,coast,shallow_well,none,clay,none,no reliable fresh water; poor food; arid interior,2,32,51.71,1.179,836.1,14.86,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,5.73,open_westerly,False,False,moderate,
H+03+32,coast,shallow_well,none,clay,none,no reliable fresh water; poor food; arid interior,3,32,71.87,1.551,811.0,14.74,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,5.89,open_westerly,False,False,moderate,
H+04+32,farmland,shallow_well,rich,none,village,"strong food, route access",4,32,83.31,1.215,775.7,14.68,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,6.17,open_westerly,False,False,moderate,
H+05+32,farmland,shallow_well,rich,none,village,"strong food, route access",5,32,88.38,0.918,757.2,14.67,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,6.31,open_westerly,False,False,moderate,
H+06+32,farmland,shallow_well,rich,none,village,"strong food, route access",6,32,103.43,0.906,749.0,14.61,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,6.4,open_westerly,False,False,moderate,
H+07+32,farmland,shallow_well,rich,none,village,"strong food, route access",7,32,119.07,0.881,730.4,14.58,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,6.52,open_westerly,False,False,moderate,
H+08+32,farmland,shallow_well,rich,none,village,"strong food, route access",8,32,128.26,0.431,707.6,14.6,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,6.68,open_westerly,False,False,moderate,
H+09+32,grassland,shallow_well,good,pasture,village,"strong food, route access",9,32,132.42,0.414,687.9,14.64,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.84,open_westerly,False,False,moderate,pasture
H+10+32,grassland,shallow_well,good,pasture,village,"strong food, route access",10,32,132.78,1.066,671.4,14.66,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.91,open_westerly,False,False,moderate,pasture
H+11+32,grassland,shallow_well,good,pasture,village,"strong food, route access",11,32,137.68,1.105,665.0,14.61,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.79,open_westerly,False,False,moderate,pasture
H+12+32,grassland,shallow_well,good,pasture,village,"strong food, route access",12,32,145.5,0.947,671.6,14.47,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.45,open_westerly,False,False,moderate,pasture
H+13+32,grassland,shallow_well,good,pasture,village,"strong food, route access",13,32,173.91,1.3,680.6,14.16,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.19,open_westerly,False,False,moderate,pasture
H+14+32,grassland,shallow_well,good,pasture,village,"strong food, route access",14,32,171.45,1.185,679.2,14.03,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.05,open_westerly,False,False,moderate,pasture
H+15+32,grassland,shallow_well,good,pasture,village,"strong food, route access",15,32,179.56,1.489,673.9,13.83,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.34,open_westerly,False,False,moderate,pasture
H+16+32,grassland,shallow_well,good,pasture;greenstone_metals,village,"strong food, route access",16,32,176.95,1.402,664.8,13.71,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.89,open_westerly,False,False,moderate,pasture
H+17+32,grassland,shallow_well,good,pasture,village,"strong food, route access",17,32,158.7,0.625,651.7,13.7,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,7.45,open_westerly,False,False,moderate,pasture
H+18+32,grassland,shallow_well,good,pasture;greenstone_metals,village,"strong food, route access",18,32,152.17,0.272,645.3,13.64,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,7.88,open_westerly,False,False,moderate,pasture
H+19+32,grassland,none,good,pasture,village,"strong food, route access",19,32,144.53,3.165,644.7,13.61,loam,grassland/pasture,Craton granite/gneiss,False,none,dry,8.3,open_westerly,False,False,moderate,pasture
H+20+32,grassland,none,good,pasture,village,"strong food, route access",20,32,184.83,5.695,669.3,13.29,loam,grassland/pasture,Craton granite/gneiss,False,none,dry,8.74,open_westerly,False,False,moderate,pasture
H+21+32,grassland,none,good,pasture,farmstead,strong food,21,32,183.43,9.653,683.0,13.26,loam,grassland/pasture,Craton granite/gneiss,False,none,dry,9.0,open_westerly,False,False,moderate,pasture
H+22+32,farmland,none,rich,none,farmstead,strong food,22,32,181.32,13.702,701.4,13.26,loam,floodplain farmable,Craton granite/gneiss,False,none,dry,9.06,open_westerly,False,False,moderate,
H+23+32,forest,shallow_well,good,timber;stone,farmstead,adequate food,23,32,592.36,14.469,1151.2,10.57,loam,temperate forest,Craton granite/gneiss,False,none,shallow_well,7.7,open_westerly,False,False,moderate,timber
H+24+32,farmland,none,rich,none,none,no reliable fresh water; too steep,24,32,164.32,58.999,705.2,13.29,loam,floodplain farmable,Suture metamorphic,False,none,dry,9.17,open_westerly,False,False,weak,
H+25+32,high_peaks,none,modest,timber,none,no reliable fresh water; too steep,25,32,1927.66,58.778,2479.2,1.75,mountain thin,boreal forest,Suture metamorphic,False,none,dry,8.7,windward,False,False,weak,timber
H+26+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food; too steep,26,32,588.76,44.63,525.4,10.37,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.45,open_westerly,False,True,moderate,salt_pans
H+27+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,27,32,588.76,0.0,572.5,10.3,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.36,open_westerly,False,False,weak,salt_pans
H+28+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,28,32,588.76,0.0,561.0,10.26,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.54,calm_interior,False,False,weak,salt_pans
H+29+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,29,32,588.76,0.0,563.6,9.44,saline playa,salt flat sparse,Basin sediment,True,moraine,dry,12.4,calm_interior,False,True,moderate,salt_pans
H+30+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,30,32,588.76,0.0,519.4,10.2,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.43,calm_interior,False,True,moderate,salt_pans
H+31+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,31,32,588.76,0.0,489.0,10.18,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.31,calm_interior,False,True,moderate,salt_pans
H+32+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,32,32,588.76,0.0,459.7,10.17,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.23,calm_interior,False,True,moderate,salt_pans
H+33+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,33,32,588.76,0.0,428.4,10.16,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.25,calm_interior,False,True,moderate,salt_pans
H+34+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,34,32,588.76,0.0,409.3,10.16,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.26,calm_interior,False,True,moderate,salt_pans
H+35+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,35,32,588.76,0.0,385.9,10.17,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.38,calm_interior,False,True,moderate,salt_pans
H+36+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,36,32,588.76,0.0,366.1,10.18,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.46,calm_interior,False,True,moderate,salt_pans
H+37+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,37,32,588.76,0.0,352.7,10.2,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.45,calm_interior,False,True,moderate,salt_pans
H+38+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,38,32,588.76,0.0,339.5,10.22,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.52,calm_interior,False,True,moderate,salt_pans
H+39+32,salt_pan,salt_pan,poor,salt_pans;evaporite_host,none,no reliable fresh water; poor food,39,32,588.76,0.0,327.9,10.23,saline playa,salt flat sparse,Basin sediment,True,none,dry,12.79,open_westerly,False,True,moderate,salt_pans
H+40+32,marsh,wetland,modest,peat;evaporite_host,village,"fresh water, adequate food",40,32,588.76,17.4,319.6,10.24,peat/wetland,wetland/marsh,Basin sediment,True,none,marsh,0.8,open_westerly,True,True,moderate,
H+41+32,marsh,wetland,modest,clay;peat;evaporite_host,village,"fresh water, adequate food",41,32,588.76,17.412,308.7,10.25,peat/wetland,wetland/marsh,Basin sediment,True,none,marsh,0.8,open_westerly,True,True,moderate,
H+42+32,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),42,32,66.76,17.4,388.4,13.66,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+43+32,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),43,32,66.46,17.41,384.1,13.67,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+44+32,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),44,32,66.18,17.419,397.2,13.67,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+45+32,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),45,32,65.94,0.024,405.4,13.7,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+46+32,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),46,32,65.73,0.024,399.1,13.77,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+47+32,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),47,32,65.57,0.024,394.2,13.87,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+48+32,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),48,32,65.47,0.023,396.7,13.99,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+49+32,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),49,32,65.44,0.021,396.2,14.1,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+50+32,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),50,32,65.48,0.02,399.4,14.2,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+51+32,inland_sea,inland_sea,modest,fisheries;evaporite_host,none,open water (lake/inland sea),51,32,65.58,0.019,408.2,14.26,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+52+32,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),52,32,65.74,0.018,408.9,14.29,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+53+32,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),53,32,65.95,0.017,401.8,14.31,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+54+32,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),54,32,66.2,0.016,398.0,14.31,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+55+32,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),55,32,66.47,17.41,401.5,14.32,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+56+32,inland_sea,inland_sea,modest,fisheries;clay;evaporite_host,none,open water (lake/inland sea),56,32,66.77,17.4,405.1,14.32,clay basin,none/ocean,Basin sediment,True,none,marsh,0.0,calm_interior,False,True,strong,fisheries
H+57+32,marsh,wetland,modest,clay;peat;evaporite_host,village,"fresh water, adequate food",57,32,588.76,17.4,494.0,10.92,peat/wetland,wetland/marsh,Basin sediment,True,none,marsh,0.8,calm_interior,False,True,strong,
H+58+32,grassland,shallow_well,good,pasture,farmstead,strong food,58,32,97.83,16.364,616.1,14.09,loam,grassland/pasture,Craton granite/gneiss,False,none,shallow_well,6.97,open_westerly,False,False,moderate,pasture
H+59+32,farmland,shallow_well,rich,none,none,excellent site left empty on purpose,59,32,97.32,0.071,615.9,14.05,loam,floodplain farmable,Craton granite/gneiss,False,none,shallow_well,2.5,open_westerly,False,False,strong,
H+60+32,grassland,spring_line,good,pasture,town,"spring line, strong food, route access",60,32,99.16,4.348,629.3,13.99,loam,grassland/pasture,Craton granite/gneiss,False,none,spring_line,2.5,open_westerly,False,False,strong,pasture
H+61+32,ocean,ocean,modest,fisheries,none,ocean,61,32,-28.31,4.249,702.8,14.56,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+62+32,ocean,ocean,modest,fisheries,none,ocean,62,32,-14.32,0.466,708.1,14.52,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+63+32,ocean,ocean,modest,fisheries,none,ocean,63,32,-15.95,0.507,709.4,14.5,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+64+32,ocean,ocean,modest,fisheries,none,ocean,64,32,-20.64,0.588,700.3,14.49,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+65+32,ocean,ocean,modest,fisheries,none,ocean,65,32,-24.15,0.675,688.0,14.49,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+66+32,ocean,ocean,modest,fisheries,none,ocean,66,32,-18.35,0.378,682.2,14.49,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+67+32,ocean,ocean,modest,fisheries,none,ocean,67,32,-18.42,0.505,680.5,14.5,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+68+32,ocean,ocean,modest,fisheries,none,ocean,68,32,-24.75,0.576,684.1,14.51,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+69+32,ocean,ocean,modest,fisheries,none,ocean,69,32,-31.02,0.442,689.6,14.53,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+70+32,ocean,ocean,modest,fisheries,none,ocean,70,32,-31.4,0.443,686.8,14.56,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+71+32,ocean,ocean,modest,fisheries,none,ocean,71,32,-22.9,0.524,671.8,14.6,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+72+32,ocean,ocean,modest,fisheries,none,ocean,72,32,-14.1,0.556,661.5,14.65,none/ocean,none/ocean,Oceanic basalt,False,,dry,0.0,ocean_westerly,False,False,maritime,fisheries
H+73+32,coast,shallow_well,none,none,farmstead,"shallow well, route access",73,32,2.59,0.556,596.3,14.64,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,False,False,strong,
H+74+32,coast,shallow_well,none,none,farmstead,"shallow well, route access",74,32,18.57,0.569,615.2,14.52,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,2.5,open_westerly,False,False,strong,
H+75+32,coast,shallow_well,none,clay,none,no reliable fresh water; poor food; arid interior,75,32,20.59,0.196,618.3,14.47,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,7.83,open_westerly,False,False,strong,
H+76+32,coast,shallow_well,none,clay,none,no reliable fresh water; poor food; arid interior,76,32,26.48,0.286,608.7,14.41,sandy coastal,coastal scrub,Coastal sediment,False,none,shallow_well,7.88,open_westerly,False,False,strong,
H+77+32,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,77,32,35.05,0.553,611.9,14.34,sandy coastal,coastal scrub,Coastal sediment,False,none,dry,8.0,open_westerly,False,False,strong,
H+78+32,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,78,32,51.64,0.58,630.5,14.27,sandy coastal,coastal scrub,Coastal sediment,False,none,dry,8.18,open_westerly,False,False,strong,
H+79+32,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,79,32,66.67,0.585,642.5,14.25,sandy coastal,coastal scrub,Coastal sediment,False,none,dry,8.36,open_westerly,False,False,strong,
H+00+33,coast,river,none,clay,farmstead,"fresh water, route access",0,33,23.86,0.538,838.0,15.3,loam,coastal scrub,Coastal sediment,False,none,spring_line,1.5,open_westerly,False,False,moderate,
H+01+33,coast,river,none,none,farmstead,"fresh water, route access",1,33,16.34,1.179,840.6,15.35,loam,coastal scrub,Coastal sediment,False,none,spring_line,1.5,open_westerly,False,False,moderate,
