id,terrain,water,food,resources,settle_score,why,q,r,elev_m,slope,precip,temp_c,soil,vegetation,rock
H+21+30,farmland,none,rich,none,village,"strong food, route access",21,30,129.0,0.38,743.7,13.24,loam,floodplain farmable,Craton granite/gneiss
H+22+30,farmland,none,rich,none,village,"strong food, route access",22,30,118.0,0.45,749.8,13.31,loam,floodplain farmable,Craton granite/gneiss
H+23+30,lake,lake,modest,fish,none,open water (lake/inland sea),23,30,104.0,0.46,751.6,13.38,loam,none/ocean,Craton granite/gneiss
H+24+30,farmland,none,rich,none,village,"strong food, route access",24,30,105.0,2.97,755.4,13.33,loam,floodplain farmable,Suture metamorphic
H+25+30,farmland,major_river,rich,fish,city-candidate,"fresh water, strong food, route access, major river",25,30,190.0,4.94,764.9,12.71,loam,floodplain farmable,Suture metamorphic
H+26+30,farmland,major_river,rich,fish,city-candidate,"fresh water, strong food, route access, major river",26,30,328.0,6.4,766.4,11.75,loam,floodplain farmable,Suture metamorphic
H+27+30,farmland,major_river,rich,limestone_karst|fish,none,excellent site left empty on purpose,27,30,512.0,7.48,829.7,10.5,loam,floodplain farmable,Suture metamorphic
H+28+30,farmland,river,rich,none,town,"fresh water, strong food, route access",28,30,736.0,8.13,1009.0,9.02,loam,floodplain farmable,Suture metamorphic
H+29+30,forest,river,good,timber,town,"fresh water, adequate food, route access",29,30,980.0,8.21,1237.6,7.4,loam,temperate forest,Suture metamorphic
H+30+30,hills,river,modest,none,village,"fresh water, adequate food, route access",30,30,1211.0,10.32,1412.5,5.85,loam,boreal forest,Suture metamorphic
H+31+30,hills,none,modest,none,none,no reliable fresh water,31,30,1520.0,10.55,1956.6,3.8,mountain thin,boreal forest,Suture metamorphic
H+32+30,high_mountains,none,modest,none,none,no reliable fresh water,32,30,1837.0,10.55,2113.5,1.7,mountain thin,boreal forest,Suture metamorphic
H+33+30,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,33,30,2147.0,10.34,2122.0,-0.34,mountain thin,alpine tundra,Suture metamorphic
H+34+30,high_mountains,none,modest,none,none,no reliable fresh water,34,30,1933.0,15.51,578.5,1.04,mountain thin,boreal forest,Suture metamorphic
H+35+30,hills,none,modest,none,none,no reliable fresh water,35,30,1611.0,14.35,413.7,3.13,mountain thin,shrub/steppe,Suture metamorphic
H+36+30,hills,none,good,none,farmstead,strong food,36,30,1322.0,12.99,546.1,5.01,loam,grassland/pasture,Suture metamorphic
H+37+30,hills,none,good,none,farmstead,strong food,37,30,1079.0,13.83,663.4,6.6,clay basin,grassland/pasture,Basin sediment
H+38+30,hills,none,good,none,farmstead,adequate food,38,30,678.0,13.84,719.7,9.2,glacial till,temperate forest,Basin sediment
H+39+30,forest,none,good,none,farmstead,adequate food,39,30,578.0,18.2,816.9,9.85,clay basin,temperate forest,Basin sediment
H+40+30,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,40,30,33.0,18.48,828.9,13.39,clay basin,coastal scrub,Basin sediment
H+41+30,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,41,30,29.0,11.28,805.4,13.4,clay basin,coastal scrub,Basin sediment
H+42+30,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,42,30,24.0,0.24,778.7,13.43,clay basin,coastal scrub,Basin sediment
H+43+30,coast,river,none,evaporite_host,farmstead,"fresh water, route access",43,30,20.0,0.25,768.5,13.45,clay basin,coastal scrub,Basin sediment
H+44+30,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),44,30,15.0,0.26,769.5,13.48,clay basin,none/ocean,Basin sediment
H+45+30,lake,lake,modest,evaporite_host|clay|fish,none,open water (lake/inland sea),45,30,11.0,0.27,766.0,13.53,clay basin,none/ocean,Basin sediment
H+46+30,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),46,30,8.0,0.26,758.3,13.62,clay basin,none/ocean,Basin sediment
H+47+30,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),47,30,8.0,0.16,753.1,13.7,clay basin,none/ocean,Basin sediment
H+48+30,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),48,30,8.0,0.08,753.3,13.8,clay basin,none/ocean,Basin sediment
H+49+30,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),49,30,8.0,0.02,759.1,13.89,clay basin,none/ocean,Basin sediment
H+50+30,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),50,30,8.0,0.03,754.2,13.97,clay basin,none/ocean,Basin sediment
H+51+30,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),51,30,8.0,0.08,734.8,14.04,clay basin,none/ocean,Basin sediment
H+52+30,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),52,30,8.0,0.16,718.9,14.09,clay basin,none/ocean,Basin sediment
H+53+30,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),53,30,11.0,0.15,715.1,14.12,clay basin,none/ocean,Basin sediment
H+54+30,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),54,30,15.0,0.14,715.4,14.13,clay basin,none/ocean,Basin sediment
H+55+30,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,55,30,20.0,0.15,718.9,14.11,clay basin,coastal scrub,Basin sediment
H+56+30,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,56,30,24.0,0.15,723.9,14.09,clay basin,coastal scrub,Basin sediment
H+57+30,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,57,30,29.0,0.15,716.9,14.04,clay basin,coastal scrub,Basin sediment
H+58+30,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,58,30,33.0,1.92,700.7,13.99,clay basin,coastal scrub,Basin sediment
H+59+30,forest,none,good,none,village,"adequate food, route access",59,30,91.0,1.92,703.8,13.58,clay basin,temperate forest,Basin sediment
H+60+30,forest,none,good,none,town,"fresh water, adequate food, route access",60,30,95.0,0.14,727.2,13.51,clay basin,temperate forest,Basin sediment
H+61+30,forest,none,good,none,town,"fresh water, adequate food, route access",61,30,99.0,4.96,742.2,13.44,clay basin,temperate forest,Basin sediment
H+62+30,ocean,ocean,modest,fish,none,ocean,62,30,-37.0,4.53,807.4,14.03,none/ocean,none/ocean,Oceanic basalt
H+63+30,ocean,ocean,modest,fish,none,ocean,63,30,-28.0,0.56,794.9,13.98,none/ocean,none/ocean,Oceanic basalt
H+64+30,ocean,ocean,modest,fish,none,ocean,64,30,-39.0,0.6,794.4,13.93,none/ocean,none/ocean,Oceanic basalt
H+65+30,ocean,ocean,modest,fish,none,ocean,65,30,-45.0,0.52,794.3,13.91,none/ocean,none/ocean,Oceanic basalt
H+66+30,ocean,ocean,modest,fish,none,ocean,66,30,-46.0,0.65,789.3,13.9,none/ocean,none/ocean,Oceanic basalt
H+67+30,ocean,ocean,modest,fish,none,ocean,67,30,-46.0,0.65,790.4,13.9,none/ocean,none/ocean,Oceanic basalt
H+68+30,ocean,ocean,modest,fish,none,ocean,68,30,-46.0,0.54,792.2,13.91,none/ocean,none/ocean,Oceanic basalt
H+69+30,ocean,ocean,modest,fish,none,ocean,69,30,-48.0,0.47,785.4,13.94,none/ocean,none/ocean,Oceanic basalt
H+70+30,ocean,ocean,modest,fish,none,ocean,70,30,-47.0,0.58,774.3,13.97,none/ocean,none/ocean,Oceanic basalt
H+71+30,ocean,ocean,modest,fish,none,ocean,71,30,-30.0,0.58,751.8,14.02,none/ocean,none/ocean,Oceanic basalt
H+72+30,ocean,ocean,modest,fish,none,ocean,72,30,-26.0,0.41,737.1,14.08,none/ocean,none/ocean,Oceanic basalt
H+73+30,ocean,ocean,modest,fish,none,ocean,73,30,-22.0,0.55,747.4,14.13,none/ocean,none/ocean,Oceanic basalt
H+74+30,ocean,ocean,modest,fish,none,ocean,74,30,-6.0,0.55,764.7,14.18,none/ocean,none/ocean,Oceanic basalt
H+75+30,coast,river,none,clay,farmstead,"fresh water, route access",75,30,1.0,0.54,705.3,14.21,sandy coastal,coastal scrub,Coastal sediment
H+76+30,coast,river,none,clay,farmstead,"fresh water, route access",76,30,6.0,1.0,714.6,14.22,sandy coastal,coastal scrub,Coastal sediment
H+77+30,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,77,30,26.0,0.71,712.1,14.12,sandy coastal,coastal scrub,Coastal sediment
H+78+30,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,78,30,40.0,0.87,703.0,14.06,sandy coastal,coastal scrub,Coastal sediment
H+79+30,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,79,30,66.0,0.87,699.8,13.93,sandy coastal,coastal scrub,Coastal sediment
H+00+31,lake,lake,modest,clay|fish,none,open water (lake/inland sea),0,31,25.0,0.73,874.5,14.76,sandy coastal,none/ocean,Coastal sediment
H+01+31,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,1,31,46.0,0.75,870.2,14.63,sandy coastal,coastal scrub,Coastal sediment
H+02+31,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,2,31,66.0,1.06,857.1,14.5,sandy coastal,coastal scrub,Coastal sediment
H+03+31,forest,none,good,timber|clay,village,"adequate food, route access",3,31,85.0,1.1,832.7,14.39,sandy coastal,temperate forest,Coastal sediment
H+04+31,farmland,none,rich,none,village,"strong food, route access",4,31,100.0,0.94,799.2,14.3,loam,floodplain farmable,Craton granite/gneiss
H+05+31,farmland,none,rich,none,village,"strong food, route access",5,31,105.0,0.72,780.2,14.29,loam,floodplain farmable,Craton granite/gneiss
H+06+31,farmland,none,rich,none,village,"strong food, route access",6,31,114.0,0.84,771.5,14.27,loam,floodplain farmable,Craton granite/gneiss
H+07+31,farmland,none,rich,none,village,"strong food, route access",7,31,120.0,0.55,752.1,14.29,loam,floodplain farmable,Craton granite/gneiss
H+08+31,farmland,none,rich,none,village,"strong food, route access",8,31,130.0,0.38,727.2,14.29,loam,floodplain farmable,Craton granite/gneiss
H+09+31,farmland,none,rich,none,village,"strong food, route access",9,31,141.0,0.43,706.8,14.28,loam,floodplain farmable,Craton granite/gneiss
H+10+31,grassland,none,good,none,village,"strong food, route access",10,31,141.0,0.73,691.5,14.31,loam,grassland/pasture,Craton granite/gneiss
H+11+31,grassland,none,good,none,village,"strong food, route access",11,31,148.0,0.58,687.5,14.24,loam,grassland/pasture,Craton granite/gneiss
H+12+31,farmland,none,rich,none,village,"strong food, route access",12,31,160.0,0.74,701.1,14.08,loam,floodplain farmable,Craton granite/gneiss
H+13+31,farmland,none,rich,none,village,"strong food, route access",13,31,164.0,0.62,715.6,13.94,loam,floodplain farmable,Craton granite/gneiss
H+14+31,farmland,none,rich,none,village,"strong food, route access",14,31,160.0,0.37,719.8,13.83,loam,floodplain farmable,Craton granite/gneiss
H+15+31,farmland,none,rich,none,village,"strong food, route access",15,31,150.0,0.46,713.4,13.75,loam,floodplain farmable,Craton granite/gneiss
H+16+31,farmland,none,rich,none,village,"strong food, route access",16,31,154.0,0.36,706.1,13.59,loam,floodplain farmable,Craton granite/gneiss
H+17+31,farmland,none,rich,none,village,"strong food, route access",17,31,157.0,0.34,702.2,13.46,loam,floodplain farmable,Craton granite/gneiss
H+18+31,farmland,none,rich,none,village,"strong food, route access",18,31,148.0,0.45,701.5,13.43,loam,floodplain farmable,Craton granite/gneiss
H+19+31,farmland,none,rich,none,village,"strong food, route access",19,31,135.0,0.5,702.3,13.45,loam,floodplain farmable,Craton granite/gneiss
H+20+31,farmland,none,rich,none,village,"strong food, route access",20,31,126.0,0.47,705.9,13.47,loam,floodplain farmable,Craton granite/gneiss
H+21+31,farmland,none,rich,none,village,"strong food, route access",21,31,124.0,0.21,719.9,13.46,loam,floodplain farmable,Craton granite/gneiss
H+22+31,farmland,none,rich,greenstone_metals,village,"strong food, route access",22,31,118.0,0.47,740.9,13.49,loam,floodplain farmable,Craton granite/gneiss
H+23+31,farmland,none,rich,none,village,"strong food, route access",23,31,104.0,0.56,747.8,13.56,loam,floodplain farmable,Craton granite/gneiss
H+24+31,farmland,major_river,rich,fish,city-candidate,"fresh water, strong food, route access, major river",24,31,99.0,3.2,759.9,13.54,loam,floodplain farmable,Suture metamorphic
H+25+31,farmland,none,rich,none,village,"strong food, route access",25,31,195.0,4.86,773.3,12.84,loam,floodplain farmable,Suture metamorphic
H+26+31,farmland,none,rich,none,village,"strong food, route access",26,31,340.0,6.03,780.3,11.82,loam,floodplain farmable,Suture metamorphic
H+27+31,farmland,major_river,rich,fish,none,excellent site left empty on purpose,27,31,521.0,7.14,852.7,10.59,loam,floodplain farmable,Suture metamorphic
H+28+31,farmland,major_river,rich,fish,none,excellent site left empty on purpose,28,31,733.0,8.38,1013.9,9.17,loam,floodplain farmable,Suture metamorphic
H+29+31,forest,river,good,none,town,"fresh water, adequate food, route access",29,31,985.0,8.38,1268.7,7.5,loam,temperate forest,Suture metamorphic
H+30+31,boreal,river,modest,timber,village,"fresh water, adequate food, route access",30,31,1234.0,9.86,1473.2,5.84,loam,boreal forest,Suture metamorphic
H+31+31,hills,none,modest,timber,none,no reliable fresh water,31,31,1530.0,10.39,1885.2,3.89,mountain thin,boreal forest,Suture metamorphic
H+32+31,high_mountains,none,modest,none,none,no reliable fresh water,32,31,1842.0,10.39,2048.4,1.83,mountain thin,boreal forest,Suture metamorphic
H+33+31,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,33,31,2151.0,10.32,2075.7,-0.19,mountain thin,alpine tundra,Suture metamorphic
H+34+31,high_mountains,none,modest,none,none,no reliable fresh water,34,31,1940.0,10.95,570.9,1.17,mountain thin,boreal forest,Suture metamorphic
H+35+31,hills,none,modest,none,none,no reliable fresh water,35,31,1622.0,10.92,411.4,3.25,mountain thin,shrub/steppe,Suture metamorphic
H+36+31,hills,none,good,none,farmstead,strong food,36,31,1327.0,10.2,529.0,5.17,loam,grassland/pasture,Suture metamorphic
H+37+31,hills,none,good,none,farmstead,strong food,37,31,1093.0,13.84,654.3,6.71,loam,grassland/pasture,Suture metamorphic
H+38+31,forest,none,good,none,farmstead,adequate food,38,31,829.0,9.17,704.2,8.43,clay basin,temperate forest,Basin sediment
H+39+31,forest,none,good,none,farmstead,adequate food,39,31,588.0,18.48,775.3,10.0,clay basin,temperate forest,Basin sediment
H+40+31,forest,none,good,none,farmstead,adequate food,40,31,367.0,11.28,822.1,11.44,clay basin,temperate forest,Basin sediment
H+41+31,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,41,31,31.0,11.55,800.3,13.63,clay basin,coastal scrub,Basin sediment
H+42+31,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,42,31,27.0,0.26,767.4,13.66,clay basin,coastal scrub,Basin sediment
H+43+31,coast,none,none,evaporite_host|clay,none,no reliable fresh water; poor food; arid interior,43,31,23.0,0.27,756.3,13.69,clay basin,coastal scrub,Basin sediment
H+44+31,coast,none,none,evaporite_host|clay,none,no reliable fresh water; poor food; arid interior,44,31,19.0,0.28,775.6,13.72,clay basin,coastal scrub,Basin sediment
H+45+31,coast,none,none,evaporite_host|clay,none,no reliable fresh water; poor food; arid interior,45,31,16.0,0.28,785.5,13.76,clay basin,coastal scrub,Basin sediment
H+46+31,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),46,31,13.0,0.29,770.2,13.85,clay basin,none/ocean,Basin sediment
H+47+31,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),47,31,10.0,0.29,757.0,13.96,clay basin,none/ocean,Basin sediment
H+48+31,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),48,31,9.0,0.28,753.3,14.08,clay basin,none/ocean,Basin sediment
H+49+31,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),49,31,8.0,0.26,746.2,14.19,clay basin,none/ocean,Basin sediment
H+50+31,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),50,31,9.0,0.24,744.4,14.27,clay basin,none/ocean,Basin sediment
H+51+31,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),51,31,10.0,0.22,751.7,14.33,clay basin,none/ocean,Basin sediment
H+52+31,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),52,31,13.0,0.2,746.2,14.35,clay basin,none/ocean,Basin sediment
H+53+31,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,53,31,16.0,0.19,728.9,14.36,clay basin,coastal scrub,Basin sediment
H+54+31,coast,river,none,evaporite_host|clay,farmstead,"fresh water, route access",54,31,19.0,0.17,718.8,14.36,clay basin,coastal scrub,Basin sediment
H+55+31,coast,river,none,evaporite_host|clay,farmstead,"fresh water, route access",55,31,23.0,0.15,724.1,14.35,clay basin,coastal scrub,Basin sediment
H+56+31,coast,river,none,evaporite_host|clay,farmstead,"fresh water, route access",56,31,27.0,0.14,730.8,14.33,clay basin,coastal scrub,Basin sediment
H+57+31,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,57,31,31.0,1.91,720.3,14.29,clay basin,coastal scrub,Basin sediment
H+58+31,grassland,none,good,none,village,"strong food, route access",58,31,89.0,1.91,698.2,13.89,clay basin,grassland/pasture,Basin sediment
H+59+31,grassland,none,good,none,town,"fresh water, strong food, route access",59,31,93.0,0.14,698.5,13.82,clay basin,grassland/pasture,Basin sediment
H+60+31,forest,none,good,none,town,"fresh water, adequate food, route access",60,31,97.0,4.27,716.9,13.75,clay basin,temperate forest,Basin sediment
H+61+31,ocean,ocean,modest,fish,none,ocean,61,31,-31.0,4.35,801.3,14.31,none/ocean,none/ocean,Oceanic basalt
H+62+31,ocean,ocean,modest,fish,none,ocean,62,31,-23.0,0.46,806.8,14.27,none/ocean,none/ocean,Oceanic basalt
H+63+31,ocean,ocean,modest,fish,none,ocean,63,31,-24.0,0.52,807.0,14.23,none/ocean,none/ocean,Oceanic basalt
H+64+31,ocean,ocean,modest,fish,none,ocean,64,31,-31.0,0.51,797.2,14.21,none/ocean,none/ocean,Oceanic basalt
H+65+31,ocean,ocean,modest,fish,none,ocean,65,31,-36.0,0.52,784.3,14.19,none/ocean,none/ocean,Oceanic basalt
H+66+31,ocean,ocean,modest,fish,none,ocean,66,31,-26.0,0.65,776.8,14.19,none/ocean,none/ocean,Oceanic basalt
H+67+31,ocean,ocean,modest,fish,none,ocean,67,31,-30.0,0.54,772.9,14.19,none/ocean,none/ocean,Oceanic basalt
H+68+31,ocean,ocean,modest,fish,none,ocean,68,31,-34.0,0.51,776.5,14.21,none/ocean,none/ocean,Oceanic basalt
H+69+31,ocean,ocean,modest,fish,none,ocean,69,31,-38.0,0.44,782.3,14.23,none/ocean,none/ocean,Oceanic basalt
H+70+31,ocean,ocean,modest,fish,none,ocean,70,31,-43.0,0.44,778.4,14.26,none/ocean,none/ocean,Oceanic basalt
H+71+31,ocean,ocean,modest,fish,none,ocean,71,31,-39.0,0.6,760.8,14.31,none/ocean,none/ocean,Oceanic basalt
H+72+31,ocean,ocean,modest,fish,none,ocean,72,31,-21.0,0.6,749.1,14.36,none/ocean,none/ocean,Oceanic basalt
H+73+31,ocean,ocean,modest,fish,none,ocean,73,31,-7.0,0.5,762.0,14.39,none/ocean,none/ocean,Oceanic basalt
H+74+31,coast,none,none,none,farmstead,"fresh water, route access",74,31,1.0,0.57,712.3,14.39,sandy coastal,coastal scrub,Coastal sediment
H+75+31,coast,none,none,clay,farmstead,"fresh water, route access",75,31,15.0,0.47,715.3,14.31,sandy coastal,coastal scrub,Coastal sediment
H+76+31,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,76,31,19.0,0.46,704.9,14.28,sandy coastal,coastal scrub,Coastal sediment
H+77+31,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,77,31,31.0,0.4,704.7,14.22,sandy coastal,coastal scrub,Coastal sediment
H+78+31,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,78,31,43.0,0.79,719.5,14.17,sandy coastal,coastal scrub,Coastal sediment
H+79+31,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,79,31,66.0,0.79,728.2,14.08,sandy coastal,coastal scrub,Coastal sediment
H+00+32,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,0,32,26.0,0.66,871.7,15.03,sandy coastal,coastal scrub,Coastal sediment
H+01+32,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,1,32,34.0,1.06,869.4,14.97,sandy coastal,coastal scrub,Coastal sediment
H+02+32,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,2,32,52.0,1.18,859.6,14.86,sandy coastal,coastal scrub,Coastal sediment
H+03+32,coast,none,none,clay,none,no reliable fresh water; poor food; arid interior,3,32,72.0,1.55,835.9,14.74,sandy coastal,coastal scrub,Coastal sediment
H+04+32,farmland,none,rich,none,village,"strong food, route access",4,32,83.0,1.22,801.6,14.69,loam,floodplain farmable,Craton granite/gneiss
H+05+32,farmland,none,rich,none,village,"strong food, route access",5,32,88.0,0.92,784.4,14.68,loam,floodplain farmable,Craton granite/gneiss
H+06+32,farmland,none,rich,none,village,"strong food, route access",6,32,103.0,0.91,777.8,14.62,loam,floodplain farmable,Craton granite/gneiss
H+07+32,farmland,none,rich,none,village,"strong food, route access",7,32,119.0,0.88,760.4,14.58,loam,floodplain farmable,Craton granite/gneiss
H+08+32,farmland,none,rich,none,village,"strong food, route access",8,32,128.0,0.43,738.6,14.6,loam,floodplain farmable,Craton granite/gneiss
H+09+32,farmland,none,rich,none,village,"strong food, route access",9,32,132.0,0.41,719.8,14.64,loam,floodplain farmable,Craton granite/gneiss
H+10+32,farmland,none,rich,none,village,"strong food, route access",10,32,133.0,0.5,704.3,14.66,loam,floodplain farmable,Craton granite/gneiss
H+11+32,grassland,none,good,none,village,"strong food, route access",11,32,138.0,0.74,699.4,14.6,loam,grassland/pasture,Craton granite/gneiss
H+12+32,farmland,none,rich,none,village,"strong food, route access",12,32,145.0,0.62,708.1,14.47,loam,floodplain farmable,Craton granite/gneiss
H+13+32,farmland,none,rich,none,village,"strong food, route access",13,32,149.0,0.49,715.3,14.32,loam,floodplain farmable,Craton granite/gneiss
H+14+32,farmland,none,rich,none,village,"strong food, route access",14,32,150.0,0.48,715.5,14.17,loam,floodplain farmable,Craton granite/gneiss
H+15+32,farmland,none,rich,none,village,"strong food, route access",15,32,143.0,0.36,708.6,14.07,loam,floodplain farmable,Craton granite/gneiss
H+16+32,farmland,none,rich,none,village,"strong food, route access",16,32,147.0,0.4,700.1,13.9,loam,floodplain farmable,Craton granite/gneiss
H+17+32,grassland,none,good,none,village,"strong food, route access",17,32,157.0,0.56,692.7,13.71,loam,grassland/pasture,Craton granite/gneiss
H+18+32,grassland,none,good,none,village,"strong food, route access",18,32,150.0,0.54,689.8,13.66,loam,grassland/pasture,Craton granite/gneiss
H+19+32,grassland,none,good,none,village,"strong food, route access",19,32,134.0,0.54,691.8,13.68,loam,grassland/pasture,Craton granite/gneiss
H+20+32,grassland,none,good,none,village,"strong food, route access",20,32,121.0,0.43,697.4,13.7,loam,grassland/pasture,Craton granite/gneiss
H+21+32,farmland,none,rich,none,village,"strong food, route access",21,32,123.0,0.28,712.1,13.65,loam,floodplain farmable,Craton granite/gneiss
H+22+32,farmland,none,rich,none,village,"strong food, route access",22,32,121.0,0.56,733.3,13.65,loam,floodplain farmable,Craton granite/gneiss
H+23+32,farmland,none,rich,none,village,"strong food, route access",23,32,107.0,0.47,741.3,13.72,loam,floodplain farmable,Craton granite/gneiss
H+24+32,farmland,major_river,rich,fish,city-candidate,"fresh water, strong food, route access, major river",24,32,97.0,3.25,755.6,13.72,loam,floodplain farmable,Suture metamorphic
H+25+32,farmland,none,rich,none,village,"strong food, route access",25,32,187.0,5.1,769.7,13.06,loam,floodplain farmable,Suture metamorphic
H+26+32,farmland,major_river,rich,fish,city-candidate,"fresh water, strong food, route access, major river",26,32,338.0,6.29,777.1,12.0,loam,floodplain farmable,Suture metamorphic
H+27+32,forest,none,good,none,farmstead,"adequate food, route access",27,32,527.0,7.26,855.6,10.7,loam,temperate forest,Suture metamorphic
H+28+32,farmland,river,rich,none,town,"fresh water, strong food, route access",28,32,744.0,8.58,1018.8,9.25,loam,floodplain farmable,Suture metamorphic
H+29+32,forest,river,good,limestone_karst,town,"fresh water, adequate food, route access",29,32,1002.0,8.58,1277.4,7.54,loam,temperate forest,Suture metamorphic
H+30+32,boreal,none,modest,limestone_karst,none,no reliable fresh water,30,32,1245.0,10.0,1444.3,5.94,loam,boreal forest,Suture metamorphic
H+31+32,hills,none,modest,timber,none,no reliable fresh water,31,32,1544.0,10.2,1876.1,3.97,mountain thin,boreal forest,Suture metamorphic
H+32+32,high_mountains,none,modest,none,none,no reliable fresh water,32,32,1851.0,10.27,1990.3,1.96,mountain thin,boreal forest,Suture metamorphic
H+33+32,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,33,32,2159.0,10.33,2029.6,-0.05,mountain thin,alpine tundra,Suture metamorphic
H+34+32,high_mountains,none,modest,limestone_karst,none,no reliable fresh water,34,32,1950.0,10.92,561.2,1.31,mountain thin,boreal forest,Suture metamorphic
H+35+32,hills,none,modest,limestone_karst,none,no reliable fresh water,35,32,1633.0,10.59,403.0,3.38,mountain thin,shrub/steppe,Suture metamorphic
H+36+32,hills,none,good,none,farmstead,strong food,36,32,1338.0,10.1,512.4,5.31,loam,grassland/pasture,Suture metamorphic
H+37+32,grassland,none,good,limestone_karst,farmstead,strong food,37,32,1104.0,9.17,637.1,6.85,loam,grassland/pasture,Suture metamorphic
H+38+32,grassland,none,good,none,farmstead,strong food,38,32,854.0,8.89,692.0,8.49,clay basin,grassland/pasture,Basin sediment
H+39+32,forest,none,good,none,farmstead,adequate food,39,32,606.0,8.59,757.8,10.12,clay basin,temperate forest,Basin sediment
H+40+32,forest,none,good,timber,farmstead,adequate food,40,32,378.0,11.55,811.2,11.61,clay basin,temperate forest,Basin sediment
H+41+32,coast,none,none,evaporite_host|clay,none,no reliable fresh water; poor food; arid interior,41,32,35.0,12.33,792.6,13.85,clay basin,coastal scrub,Basin sediment
H+42+32,coast,none,none,evaporite_host|clay,none,no reliable fresh water; poor food; arid interior,42,32,31.0,6.43,763.5,13.89,clay basin,coastal scrub,Basin sediment
H+43+32,coast,none,none,evaporite_host|clay,none,no reliable fresh water; poor food; arid interior,43,32,28.0,2.05,755.5,13.92,clay basin,coastal scrub,Basin sediment
H+44+32,coast,none,none,evaporite_host|clay,none,no reliable fresh water; poor food; arid interior,44,32,24.0,0.29,779.6,13.95,clay basin,coastal scrub,Basin sediment
H+45+32,coast,none,none,evaporite_host|clay,none,no reliable fresh water; poor food; arid interior,45,32,21.0,0.29,792.2,13.99,clay basin,coastal scrub,Basin sediment
H+46+32,coast,none,none,evaporite_host|clay,none,no reliable fresh water; poor food; arid interior,46,32,19.0,0.29,775.0,14.08,clay basin,coastal scrub,Basin sediment
H+47+32,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,47,32,17.0,0.28,759.3,14.19,clay basin,coastal scrub,Basin sediment
H+48+32,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,48,32,16.0,0.27,754.4,14.31,clay basin,coastal scrub,Basin sediment
H+49+32,lake,lake,modest,evaporite_host|fish,none,open water (lake/inland sea),49,32,15.0,0.25,745.0,14.43,clay basin,none/ocean,Basin sediment
H+50+32,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,50,32,16.0,0.24,743.8,14.52,clay basin,coastal scrub,Basin sediment
H+51+32,coast,none,none,evaporite_host,none,no reliable fresh water; poor food; arid interior,51,32,17.0,0.23,754.1,14.57,clay basin,coastal scrub,Basin sediment
H+52+32,coast,none,none,evaporite_host|clay,none,no reliable fresh water; poor food; arid interior,52,32,19.0,0.22,750.4,14.59,clay basin,coastal scrub,Basin sediment
